,Ackley,matyas,sphare,Beale,booth,Goldstein_Price,Rastrigin,six_hump,Rosenbrock,zakharov,bohachevsky
0,0.19991901041812996,0.04462687903502919,-5.315171429510811,0.03486892071045744,-0.06468171285898114,0.011946533153002464,0.5583626303789015,0.041749342448656954,0.5470216847250107,0.03200851172105968,0.04083842771220694
1,0.18792964366992906,0.044824500975772966,-0.27342231105283404,0.04828762250443003,0.05077508046927048,0.0075167318724753615,-0.04437395900690757,0.0432027305272494,0.014876420562181086,0.04109555000577973,0.04669439085328187
2,0.26197522953943725,0.044389054392889815,0.671369793453338,0.047726739612726124,0.050233486701774,0.006982192429610239,-0.04485577993865657,0.042958253342540456,0.00290254670042725,0.04101964790561205,0.04606176950118266
3,0.022326124076679575,0.04387717847737348,0.6900813704377686,0.04726828080155216,0.049846351898985064,0.09979384113068432,-0.04346022234786108,0.04266046374836661,0.0001889266567791685,0.04095584618748008,0.04553794333097284
4,0.2359272119098857,0.043500902911406285,0.6833644128132105,0.046728832413157756,0.049324028088896556,0.007057434307247004,-0.042410762340467395,0.04244745018876534,0.004664695925165875,0.04090867642090078,0.04489497453241435
5,0.13799384001696724,0.04460434566732859,-2.1246177552178294,0.041553585711653615,0.04790149696196692,0.532445132041873,0.5674227104578066,0.035816269366918924,0.15975749874440684,0.040806164591609025,0.040171425787380956
6,-0.01568227890267699,0.04341813069664367,0.6783666545708342,0.046640367975185955,0.04918498660434604,0.0070607447090677376,-0.04275763478425587,0.0424285607865864,0.0008560442503080587,0.04087247271908481,0.04481080924670891
7,-0.027925234598352586,0.04205851136728124,0.6591140504231775,0.022218115090001513,0.0476432559579842,0.007181482542290732,-0.04114530227425193,0.041673231439698685,-2.977009773445987e-05,0.0406996538319916,0.043074339067336605
8,-0.02677284310327457,0.040781390036171254,0.6380748620906869,0.04373781375663039,0.0462819272794674,0.007285584915439658,-0.0386685779864735,0.04103856481575533,-6.12163154348788e-05,0.0405011078754623,0.041467419941119035
9,-0.025670014511984716,0.03964819318729355,0.6178203450232312,0.04249099556885857,0.044916520184341224,0.007378326526992186,-0.036502106108875526,0.04025842146780145,-6.113124085985612e-05,0.04035074208811759,0.0399102613801663
10,0.1271099301714368,0.04422151472242899,-0.2769205620207988,0.03527233792539035,0.049850813662477164,0.08936441058427323,0.24133659454920214,0.04258698492473678,0.20241218525071297,0.040880446773698474,0.045323839177576264
11,-0.02656146566159993,0.041942488494991166,0.6565626310762388,0.04501830609261528,0.04751341426161241,0.007207017789745932,-0.04050282291438572,0.04144545868072835,-2.0576235872053328e-06,0.040661273812912346,0.04272662660184238
12,-0.025747587172757123,0.039821146255601576,0.621552676586946,0.042638642125397606,0.045073002144238615,0.007375716678790332,-0.037345245918733394,0.0403817306101209,-6.0206022915736894e-05,0.040371588429003624,0.040211669713057493
13,-0.024074283531001012,0.037841018389075165,0.5894441889779235,0.04049810928579226,0.04294211803041023,0.007534026151792362,-0.03510770417767321,0.0393599803807796,-5.662737430292478e-05,0.04007844524861384,0.037796336899378655
14,-0.02263420809063083,0.03616289386797643,0.5600927871447673,0.03855965451772441,0.04093883842409202,0.0076840359097602165,-0.03331115304515004,0.038397287559316005,-5.49521389099088e-05,0.03985840812930045,0.03594667790259148
15,0.10905230651142388,0.04367667286637993,-1.375625397277154,0.03990920677303229,0.03825499522928421,0.07136239332165836,0.28167405640733156,0.0422206454358737,0.017866884298876323,0.04081678149934573,0.044317844043472235
16,-0.025464324139578446,0.04042033415595494,0.6310521210437515,0.04327725466693926,0.04546885590894476,0.007335260415318725,-0.038910208550843615,0.04076107276651012,0.0004900666406852804,0.04044422429473067,0.04104133087119299
17,-0.023856655151216016,0.03759179993944891,0.5846682718611569,0.04006721147493335,0.0418319475690901,0.00759100772986118,-0.0350289376715189,0.039195753275422185,-4.8020763530144686e-05,0.04005620225272425,0.037322979970726824
18,-0.021810461435179153,0.03497280992704503,0.5444284148975783,0.0374737626102212,0.03914445799391181,0.007804311850732003,-0.03201560045929475,0.03796687080878065,-5.222151518057612e-05,0.039686222949139954,0.03439551142890276
19,-0.01949577400921027,0.032715943879516776,0.5075358718575305,0.035119403062975195,0.03664985723428799,0.00797556887725698,-0.029222367396624666,0.036566299771625746,0.0002413864676221453,0.03938463351391359,0.03187259329255887
20,0.085465765539404,0.04286769923516809,-1.0904737047634856,0.03458780063774625,0.0482578250316175,0.052617820475882204,0.09102161594740771,0.041920600535258555,0.0491291229218929,0.040236929155118624,0.04436352052554228
21,-0.023482110583192932,0.03860892575321059,0.6056968868552793,0.04155765738998044,0.043446734295279774,0.007446480693014672,-0.03689193066900301,0.039277638395455644,0.00015105997214939356,0.04024039061488078,0.03896697806605268
22,-0.021649850339240273,0.03529640533204498,0.5494015614663124,0.03784850631393525,0.0390246146045226,0.007754151593707441,-0.03214735368285449,0.03720217363311747,-3.9567196016052235e-05,0.039714513211729426,0.03505047165784222
23,-0.0191198204362725,0.032300033653028956,0.503287100856826,0.03472274989602442,0.03670181661235053,0.008044635099941863,-0.028987549031157314,0.034883661535458355,-4.854444746553703e-05,0.03934459314530793,0.030745642928014214
24,-0.017752150187126094,0.02983122678093831,0.4643171584063545,0.03192812308263881,0.033475287709829556,0.008255159199581915,-0.02617238943566098,0.03360055355447632,-4.4208380280781e-05,0.03900697362248267,0.026456215568478155
